SampleID,ReadsID,Base,MeanQualityScore,,Mean,Count,StdDev,,,,,,,,,,,,,,,,,,
1n9,SLF_1n9_R2,125-129,35.49461141,,,,,,,,,,,,,,,,,,,,,,
1n9,SLF_1n9_R2,130-134,35.35545106,,,,,,,,,,,,,,,,,,,,,,
1n9,SLF_1n9_R2,135-139,35.33130387,,,,,,,,,,,,,,,,,,,,,,
1n9,SLF_1n9_R2,140-144,35.26848089,,,,,,,,,,,,,,,,,,,,,,
1n9,SLF_1n9_R2,145-149,35.18215761,,,,,,,,,,,,,,,,,,,,,,
1n9,SLF_1n9_R2,150-154,35.15639338,,,,,,,,,,,,,,,,,,,,,,
1n9,SLF_1n9_R2,155-159,35.33022453,,,,,,,,,,,,,,,,,,,,,,
1n9,SLF_1n9_R2,160-164,35.15758984,,,,,,,,,,,,,,,,,,,,,,
1n9,SLF_1n9_R2,165-169,35.29086568,,,,,,,,,,,,,,,,,,,,,,
1n9,SLF_1n9_R2,170-174,34.78967021,,,,,,,,,,,,,,,,,,,,,,
1n9,SLF_1n9_R2,175-179,34.37432378,,,,,,,,,,,,,,,,,,,,,,
1n9,SLF_1n9_R2,180-184,34.48876534,,,,,,,,,,,,,,,,,,,,,,
1n9,SLF_1n9_R2,185-189,34.68188354,,,,,,,,,,,,,,,,,,,,,,
1n9,SLF_1n9_R2,190-194,34.91884762,,,,,,,,,,,,,,,,,,,,,,
1n9,SLF_1n9_R2,195-199,34.24647833,,,,,,,,,,,,,,,,,,,,,,
1n9,SLF_1n9_R2,200-204,34.50685423,,,,,,,,,,,,,,,,,,,,,,
1n9,SLF_1n9_R2,205-209,33.82809904,,,,,,,,,,,,,,,,,,,,,,
1n9,SLF_1n9_R2,210-214,33.38492677,,,,,,,,,,,,,,,,,,,,,,
1n9,SLF_1n9_R2,215-219,32.92985511,,,,,,,,,,,,,,,,,,,,,,
1n9,SLF_1n9_R2,220-224,33.09992833,,,,,,,,,,,,,,,,,,,,,,
1n9,SLF_1n9_R2,225-229,32.77711071,,,,,,,,,,,,,,,,,,,,,,
1n9,SLF_1n9_R2,230-234,32.60233101,,,,,,,,,,,,,,,,,,,,,,
1n9,SLF_1n9_R2,235-239,32.05876248,,,,,,,,,,,,,,,,,,,,,,
1n9,SLF_1n9_R2,240-244,32.03792861,,,,,,,,,,,,,,,,,,,,,,
1n9,SLF_1n9_R2,245-249,32.45204665,,,,,,,,,,,,,,,,,,,,,,
1n9,SLF_1n9_R2,250,32.55165101,,34.46215312,62,1.108946266,,,,,,,,,,,,,,,,,,
1n10,SLF_1n10_R1,100-104,35.49640167,,,,,,,,,,,,,,,,,,,,,,
1n10,SLF_1n10_R1,105-109,35.51624799,,,,,,,,,,,,,,,,,,,,,,
1n10,SLF_1n10_R1,110-114,35.68755573,,,,,,,,,,,,,,,,,,,,,,
1n10,SLF_1n10_R1,115-119,35.52411374,,,,,,,,,,,,,,,,,,,,,,
1n10,SLF_1n10_R1,120-124,35.57651466,,,,,,,,,,,,,,,,,,,,,,
1n10,SLF_1n10_R1,125-129,35.53250129,,,,,,,,,,,,,,,,,,,,,,
1n10,SLF_1n10_R1,130-134,35.53625172,,,,,,,,,,,,,,,,,,,,,,
1n10,SLF_1n10_R1,135-139,35.61238483,,,,,,,,,,,,,,,,,,,,,,
1n10,SLF_1n10_R1,140-144,35.47399342,,,,,,,,,,,,,,,,,,,,,,
1n10,SLF_1n10_R1,145-149,35.33853878,,,,,,,,,,,,,,,,,,,,,,
1n10,SLF_1n10_R1,150-154,35.32323306,,,,,,,,,,,,,,,,,,,,,,
1n10,SLF_1n10_R1,155-159,35.28769755,,,,,,,,,,,,,,,,,,,,,,
1n10,SLF_1n10_R1,160-164,35.44840873,,,,,,,,,,,,,,,,,,,,,,
1n10,SLF_1n10_R1,165-169,35.02715342,,,,,,,,,,,,,,,,,,,,,,
1n10,SLF_1n10_R1,170-174,35.29931225,,,,,,,,,,,,,,,,,,,,,,
1n10,SLF_1n10_R1,175-179,35.27312558,,,,,,,,,,,,,,,,,,,,,,
1n10,SLF_1n10_R1,180-184,34.91442589,,,,,,,,,,,,,,,,,,,,,,
1n10,SLF_1n10_R1,185-189,34.83501636,,,,,,,,,,,,,,,,,,,,,,
1n10,SLF_1n10_R1,190-194,34.81324195,,,,,,,,,,,,,,,,,,,,,,
1n10,SLF_1n10_R1,195-199,35.03012652,,,,,,,,,,,,,,,,,,,,,,
1n10,SLF_1n10_R1,200-204,35.01123726,,,,,,,,,,,,,,,,,,,,,,
1n10,SLF_1n10_R1,205-209,34.48788045,,,,,,,,,,,,,,,,,,,,,,
1n10,SLF_1n10_R1,210-214,33.4358954,,,,,,,,,,,,,,,,,,,,,,
1n10,SLF_1n10_R1,215-219,33.15288331,,,,,,,,,,,,,,,,,,,,,,
1n10,SLF_1n10_R1,220-224,33.27797539,,,,,,,,,,,,,,,,,,,,,,
1n10,SLF_1n10_R1,225-229,33.14077058,,,,,,,,,,,,,,,,,,,,,,
1n10,SLF_1n10_R1,230-234,32.86879886,,,,,,,,,,,,,,,,,,,,,,
1n10,SLF_1n10_R1,235-239,32.85837522,,,,,,,,,,,,,,,,,,,,,,
1n10,SLF_1n10_R1,240-244,32.4761352,,,,,,,,,,,,,,,,,,,,,,
1n10,SLF_1n10_R1,245-249,32.86481631,,,,,,,,,,,,,,,,,,,,,,
1n10,SLF_1n10_R1,250,32.4434552,,,,,,,,,,,,,,,,,,,,,,
1n10,SLF_1n10_R2,100-104,35.65145744,,,,,,,,,,,,,,,,,,,,,,
1n10,SLF_1n10_R2,105-109,35.61851852,,,,,,,,,,,,,,,,,,,,,,
1n10,SLF_1n10_R2,110-114,35.58531367,,,,,,,,,,,,,,,,,,,,,,
1n10,SLF_1n10_R2,115-119,35.01999086,,,,,,,,,,,,,,,,,,,,,,
1n10,SLF_1n10_R2,120-124,35.55199485,,,,,,,,,,,,,,,,,,,,,,
1n10,SLF_1n10_R2,125-129,35.54055508,,,,,,,,,,,,,,,,,,,,,,
1n10,SLF_1n10_R2,130-134,35.44911901,,,,,,,,,,,,,,,,,,,,,,
1n10,SLF_1n10_R2,135-139,35.33683939,,,,,,,,,,,,,,,,,,,,,,
1n10,SLF_1n10_R2,140-144,35.28654562,,,,,,,,,,,,,,,,,,,,,,
1n10,SLF_1n10_R2,145-149,35.22956096,,,,,,,,,,,,,,,,,,,,,,
1n10,SLF_1n10_R2,150-154,35.18146144,,,,,,,,,,,,,,,,,,,,,,
1n10,SLF_1n10_R2,155-159,35.38422737,,,,,,,,,,,,,,,,,,,,,,
1n10,SLF_1n10_R2,160-164,35.34186311,,,,,,,,,,,,,,,,,,,,,,
1n10,SLF_1n10_R2,165-169,35.44418394,,,,,,,,,,,,,,,,,,,,,,
1n10,SLF_1n10_R2,170-174,35.02398899,,,,,,,,,,,,,,,,,,,,,,
1n10,SLF_1n10_R2,175-179,34.49492115,,,,,,,,,,,,,,,,,,,,,,
1n10,SLF_1n10_R2,180-184,34.7301748,,,,,,,,,,,,,,,,,,,,,,
1n10,SLF_1n10_R2,185-189,34.92734491,,,,,,,,,,,,,,,,,,,,,,
1n10,SLF_1n10_R2,190-194,35.19279509,,,,,,,,,,,,,,,,,,,,,,
1n10,SLF_1n10_R2,195-199,34.49858845,,,,,,,,,,,,,,,,,,,,,,
1n10,SLF_1n10_R2,200-204,34.75815961,,,,,,,,,,,,,,,,,,,,,,
1n10,SLF_1n10_R2,205-209,33.69898221,,,,,,,,,,,,,,,,,,,,,,
1n10,SLF_1n10_R2,210-214,32.8150644,,,,,,,,,,,,,,,,,,,,,,
1n10,SLF_1n10_R2,215-219,32.38987283,,,,,,,,,,,,,,,,,,,,,,
1n10,SLF_1n10_R2,220-224,32.38059604,,,,,,,,,,,,,,,,,,,,,,
1n10,SLF_1n10_R2,225-229,32.15895324,,,,,,,,,,,,,,,,,,,,,,
1n10,SLF_1n10_R2,230-234,32.03670827,,,,,,,,,,,,,,,,,,,,,,
1n10,SLF_1n10_R2,235-239,31.58105841,,,,,,,,,,,,,,,,,,,,,,
1n10,SLF_1n10_R2,240-244,31.7803378,,,,,,,,,,,,,,,,,,,,,,
1n10,SLF_1n10_R2,245-249,32.15210449,,,,,,,,,,,,,,,,,,,,,,
1n10,SLF_1n10_R2,250,31.99670071,,34.4322976,62,1.294423763,,,,,,,,,,,,,,,,,,
